prompt,output_data_type,attribute_id,attribute_label,concept_id
"A chronic bacterial infection caused by Mycobacterium tuberculosis, primarily affecting the lungs but capable of affecting any organ system.. GBD ref: 297",bool,183,Tuberculosis,DSNY000319
"Chronic immune-mediated inflammatory conditions of the gastrointestinal tract, including Crohn's disease and ulcerative colitis, characterised by relapsing intestinal inflammation.. GBD ref: 532",bool,233,Inflammatory bowel disease,DSNY000410
"A zoonotic parasitic disease caused by the larval stage of Echinococcus granulosus tapeworm, producing fluid-filled cysts predominantly in the liver and lungs.. GBD ref: 353",bool,155,Cystic echinococcosis,DSNY000337
"A trauma- and stressor-related disorder developing after exposure to actual or threatened death, serious injury, or sexual violence, characterised by intrusive symptoms, avoidance, and hyperarousal.",bool,248,Post-traumatic stress disorder (PTSD),DSNY000433
"Nutritional deficiency conditions not elsewhere classified, including deficiencies in zinc, folate, calcium, and other micronutrients essential for health.. GBD ref: 391",bool,179,Z_Other nutritional deficiencies,DSNY000376
"Deaths caused by infectious and parasitic diseases, including respiratory, enteric, vector-borne, and other infections.",bool,119,Infectious diseases mortality,DSNY000306
"Malignant tumours arising from keratinocytes in the skin, including basal cell carcinoma and squamous cell carcinoma, associated with cumulative UV radiation exposure.. GBD ref: 462",bool,252,Non-melanoma skin cancer,DSNY000381
"Significantly impaired intellectual functioning and adaptive behaviour arising from neurodevelopmental causes, without an identifiable acquired or genetic aetiology.. GBD ref: 582",bool,247,Idiopathic developmental intellectual disability,DSNY000432
"A malignant tumour arising from melanocytes in the skin, strongly associated with ultraviolet radiation exposure and with high metastatic potential.. GBD ref: 459",bool,251,Malignant skin melanoma,DSNY000380
"Malignant neoplasms not classified under the specific GBD cancer sub-categories, spanning other primary tumour sites and histological types.. GBD ref: 489",bool,254,Z_Other malignant neoplasms,DSNY000382
"A highly contagious skin infestation caused by the mite Sarcoptes scabiei, causing intense pruritus and a characteristic rash, with crusted scabies occurring in immunocompromised individuals.. GBD ref: 658",bool,274,Scabies,DSNY000448
"Neglected tropical diseases not classified under specific GBD sub-categories, including other parasitic and bacterial infections endemic to tropical regions.. GBD ref: 365",bool,173,Zz_Other neglected tropical diseases,DSNY000352
"Conditions resulting from insufficient dietary iodine, including goitre, hypothyroidism, and cretinism, with adverse effects on thyroid function and neurodevelopment.. GBD ref: 388",bool,176,Iodine deficiency,DSNY000373
"Systemic bacterial infections caused by Salmonella Typhi and Salmonella Paratyphi, transmitted via contaminated food and water.. GBD ref: 958",bool,142,Typhoid and paratyphoid,DSNY000327
"Acute and chronic infections of the respiratory tract, including tuberculosis, pneumonia, and upper respiratory infections.. GBD ref: 956",bool,138,Respiratory infections and tuberculosis,DSNY000318
"Protrusion of abdominal contents through a weakness in the abdominal wall, including inguinal, femoral, and other hernias requiring surgical repair.. GBD ref: 531",bool,234,"Inguinal, femoral, and abdominal hernia",DSNY000409
"Unintentional injuries not classified under the specific GBD sub-categories, including other accidental exposures and miscellaneous traumatic events.. GBD ref: 716",bool,306,Z_Other unintentional injuries,DSNY000484
"Sense organ diseases not classified under blindness and vision loss or hearing loss, including other ocular and otological conditions.. GBD ref: 679",bool,265,Other sense organ diseases,DSNY000460
"Diseases of the female reproductive system, including endometriosis, uterine fibroids, polycystic ovary syndrome, and pelvic inflammatory disease.. GBD ref: 603",bool,283,Gynecological diseases,DSNY000465
"A mosquito-borne viral disease transmitted by Aedes mosquitoes, causing acute fever and severe joint pain that can persist for months.",bool,154,Chikungunya,DSNY000351
"A group of metabolic diseases characterised by chronic hyperglycaemia resulting from defects in insulin secretion, insulin action, or both, with long-term damage to multiple organ systems.. GBD ref: 587",bool,226,Diabetes mellitus,DSNY000439
"Inherited disorders of haemoglobin structure or synthesis, including sickle cell disease and thalassaemia, causing haemolytic anaemia and multi-organ complications.. GBD ref: 613",bool,284,Hemoglobinopathies and hemolytic anemias,DSNY000466
"Sudden interruption or rupture of blood supply to the brain, causing focal neurological deficits, classified as ischaemic or haemorrhagic in type.. GBD ref: 494",bool,217,Stroke,DSNY000387
"Deaths occurring in the first 28 days of life, attributable to preterm birth, birth asphyxia, neonatal infection, and congenital conditions.",bool,121,Neonatal mortality,DSNY000311
"Parasitic infections caused by trematode flatworms acquired through consumption of contaminated raw or undercooked fish, crustaceans, or aquatic plants.. GBD ref: 364",bool,159,Food-borne trematodiases,DSNY000345
"A neurodevelopmental disorder characterised by persistent inattention, hyperactivity, and impulsivity that impairs functioning across multiple settings.. GBD ref: 578",bool,241,Attention-deficit/hyperactivity disorder,DSNY000430
"Conditions affecting the urinary tract and male reproductive system, including urinary tract infections, kidney stones, and causes of male infertility.. GBD ref: 594",bool,287,Urinary diseases and male infertility,DSNY000464
"A diverse group of infectious diseases that disproportionately affect populations in tropical and subtropical low-income settings, including parasitic, bacterial, and viral conditions.. GBD ref: 344",bool,136,Neglected tropical diseases and malaria,DSNY000330
"Structural or functional abnormalities present at birth, including chromosomal disorders and congenital malformations of the heart, limbs, and other organs.. GBD ref: 641",bool,281,Congenital birth defects,DSNY000463
"Injury caused by passage of electrical current through the body, including low-voltage electrocution and lightning strike, causing tissue damage, cardiac arrest, and burns.. GBD ref: 940",bool,298,Electrocution,DSNY000481
"Conditions affecting the teeth, gums, and oral mucosa, including dental caries, periodontal disease, edentulism, and oral infections.. GBD ref: 680",bool,285,Oral disorders,DSNY000468
"A mosquito-transmitted parasitic disease caused by filarial worms, leading to lymphatic damage, lymphoedema, and disfiguring swelling of the limbs and genitals.. GBD ref: 354",bool,165,Lymphatic filariasis,DSNY000338
"Diseases affecting the oesophagus, stomach, and duodenum, including peptic ulcer disease, gastro-oesophageal reflux disease, and gastritis.. GBD ref: 992",bool,237,Upper digestive system diseases,DSNY000406
"Progressive scarring and fibrosis of the liver resulting from chronic injury, including viral hepatitis, alcohol use, and non-alcoholic fatty liver disease, ultimately causing liver failure.. GBD ref: 521",bool,231,Cirrhosis and other chronic liver diseases,DSNY000405
"Deaths and injuries resulting from the use of force by law enforcement or state actors, including fatal police encounters and state-sanctioned executions.. GBD ref: 854",bool,293,Police conflict and executions,DSNY000489
